"food_id","food_type","food_lat","food_long","food_notes","add_date","ip_addr","lastpicked_date","lastpicked_status","food_total_2009","food_total_2010","food_total_2011","food_total_2012"
"675","Serviceberries","33.74406","-84.33998","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"676","Serviceberries","33.74407","-84.34003","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"677","Serviceberries","33.74408","-84.34009","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"679","Serviceberries","33.74408","-84.34019","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"680","Serviceberries","33.74415","-84.33845","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"681","Serviceberries","33.74415","-84.33852","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"682","Serviceberries","33.74415","-84.33859","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"683","Serviceberries","33.74399","-84.33827","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"684","Serviceberries","33.74392","-84.33827","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"685","Serviceberries","33.74385","-84.33827","planted 2013 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"686","Blackberries","33.74379","-84.3398","planted 2011 -- Added by ","02/10/13","50.10.104.248","","","","","",""
"691","Pomegranates","33.74354","-84.33996","few years old, kinda beat up next to street, nice spring buds -- Added by Robby","02/20/13","50.10.104.248","","","","","",""
"692","Pomegranates","33.74358","-84.33996","few years old, kinda beat up next to street, nice spring buds -- Added by Robby","02/20/13","50.10.104.248","","","","","",""
"693","Pomegranates","33.74362","-84.33996","few years old, kinda beat up next to street, nice spring buds -- Added by Robby","02/20/13","50.10.104.248","","","","","",""
"694","Other","33.73994","-84.34477","Pineapple guav -- Added by alfi 2012","03/10/13","50.10.104.248","","","","","",""
"695","Other","33.74607","-84.33109","Crim High Orchard -- Added by alfi 2012","03/10/13","50.10.104.248","","","","","",""
"696","Other","33.75137","-84.35497","Lang Carson Orchard -- Added by alfi 2012","03/10/13","50.10.104.248","","","","","",""
"697","Other","33.7305","-84.43495","Outdoor Activity Center Orchard -- Added by alfi 2012","03/10/13","50.10.104.248","","","","","",""
"698","Other","33.76835","-84.27988","Global Growers Orchard -- Added by alfi 2012","03/10/13","50.10.104.248","","","","","",""
"699","Other","33.73338","-84.40429","Welch St Park Orchard -- Added by alfi 2012","03/10/13","50.10.104.248","","","","","",""
"700","Pears","33.8421","-84.51777","some gigantic pear tree near here -- Added by ","03/10/13","98.219.8.211","","","","","",""
"701","Serviceberries","33.75088","-84.3737","new 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"702","Serviceberries","33.75103","-84.37374","new 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"703","Serviceberries","33.75124","-84.37379","new 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"704","Serviceberries","33.75144","-84.37385","new 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"705","Serviceberries","33.75079","-84.37367","new 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"706","Other","33.73882","-84.34403","pineapple guav-2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"707","Other","33.73883","-84.34398","pineapple guav-2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"708","Other","33.73886","-84.34394","pineapple guav-2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"709","Apples","33.73855","-84.34466","planted 2012, early season -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"710","Apples","33.73857","-84.34461","planted 2012, early season -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"711","Apples","33.73859","-84.34457","planted 2012, early season -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"712","Pomegranates","33.73855","-84.34457","planted 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"713","Pomegranates","33.73853","-84.34462","planted 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"714","Pawpaw","33.7388","-84.34458","planted 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"715","Pawpaw","33.73882","-84.34452","planted 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"716","Kiwi","33.73894","-84.34421","planted 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"717","Kiwi","33.73897","-84.34414","planted 2013 -- Added by robby","03/10/13","24.99.252.65","","","","","",""
"718","Plums","33.7415","-84.34697","planted 2013 -- Added by robby","03/12/13","50.10.104.248","","","","","",""
"719","Plums","33.74149","-84.34701","planted 2013 -- Added by robby","03/12/13","50.10.104.248","","","","","",""
"720","Pomegranates","33.74155","-84.34703","planted 2013 -- Added by robby","03/12/13","50.10.104.248","","","","","",""
"721","Crabapples","33.74173","-84.34719","planted 2013 -- Added by robby","03/12/13","50.10.104.248","","","","","",""
"722","Crabapples","33.74169","-84.34715","planted 2013 -- Added by robby","03/12/13","50.10.104.248","","","","","",""
"723","Mulberries","33.73966","-84.34409"," -- Added by robby","03/12/13","50.10.104.248","","","","","",""
"724","Mulberries","33.80292","-84.34015","across from the bus lot right beside Helen road -- Added by mariettamcm@hotmail.com","03/21/13","157.166.175.129","","","","","",""
"725","Other","33.74394","-84.33602","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"726","Other","33.74433","-84.32954","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"727","Plums","33.74279","-84.32938","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"728","Plums","33.74283","-84.32939","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"729","Plums","33.74287","-84.3294","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"730","Plums","33.7429","-84.32941","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"731","Plums","33.74288","-84.32938","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"732","Plums","33.74285","-84.32937","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"733","Pears","33.7429","-84.32935","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"734","Pears","33.74285","-84.32934","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"735","Pears","33.74281","-84.32934","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"736","Pears","33.74295","-84.32937","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"737","Apples","33.74292","-84.32943","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"738","Apples","33.74289","-84.32943","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"739","Apples","33.74285","-84.32943","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"740","Apples","33.74283","-84.32941","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"741","Apples","33.7428","-84.32943","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"742","Figs","33.74274","-84.32939","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"743","Pawpaw","33.74276","-84.32935","DeKalb Memorial Park Orchard -- Added by Robby 2012","03/21/13","24.99.252.65","","","","","",""
"749","Serviceberries","33.77402","-84.39348","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"750","Serviceberries","33.77402","-84.39352","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"751","Serviceberries","33.77404","-84.39357","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"752","Serviceberries","33.7741","-84.39363","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"753","Serviceberries","33.77414","-84.39364","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"754","Serviceberries","33.77417","-84.39365","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"755","Serviceberries","33.77419","-84.39366","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"756","Serviceberries","33.77421","-84.39366","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"757","Serviceberries","33.77424","-84.39366","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"758","Serviceberries","33.77427","-84.39367","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"759","Serviceberries","33.7743","-84.39367","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"760","Serviceberries","33.77432","-84.39368","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"761","Serviceberries","33.77411","-84.39359","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"762","Serviceberries","33.77411","-84.39354","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"763","Serviceberries","33.77415","-84.39355","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"764","Serviceberries","33.77415","-84.3936","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"765","Serviceberries","33.77419","-84.39355","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"766","Serviceberries","33.7742","-84.39361","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"767","Serviceberries","33.77423","-84.39357","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"768","Serviceberries","33.77425","-84.39362","Appears to be a few years old -- Added by craig","04/09/13","99.110.186.93","","","","","",""
"769","Serviceberries","33.88843","-84.03481","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"770","Serviceberries","33.88841","-84.03489","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"771","Serviceberries","33.88844","-84.03495","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"772","Serviceberries","33.88842","-84.03526","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"773","Serviceberries","33.88841","-84.0352","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"774","Serviceberries","33.88833","-84.03516","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"775","Serviceberries","33.8883","-84.03519","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"776","Serviceberries","33.88824","-84.03517","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"777","Serviceberries","33.88825","-84.03527","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"778","Serviceberries","33.88822","-84.03523","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"779","Serviceberries","33.88817","-84.0372","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"780","Serviceberries","33.88817","-84.03726","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"781","Serviceberries","33.88812","-84.03717","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"782","Serviceberries","33.88813","-84.03723","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"783","Serviceberries","33.88813","-84.03727","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"784","Serviceberries","33.88808","-84.03709","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"785","Serviceberries","33.88808","-84.03716","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"786","Serviceberries","33.88808","-84.03722","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"787","Serviceberries","33.8881","-84.03728","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"788","Serviceberries","33.88804","-84.0373","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"789","Serviceberries","33.88804","-84.03723","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"790","Serviceberries","33.88803","-84.03716","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"791","Serviceberries","33.88803","-84.03709","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"792","Serviceberries","33.88801","-84.03703","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"793","Serviceberries","33.888","-84.0373","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"794","Serviceberries","33.888","-84.03722","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"795","Serviceberries","33.88798","-84.03716","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"796","Serviceberries","33.88798","-84.03708","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"797","Serviceberries","33.88795","-84.03703","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"798","Serviceberries","33.88797","-84.03726","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"799","Serviceberries","33.88795","-84.0373","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"800","Serviceberries","33.88795","-84.0372","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"801","Serviceberries","33.88794","-84.03714","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"802","Serviceberries","33.88792","-84.03709","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"803","Serviceberries","33.88788","-84.03703","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"804","Serviceberries","33.8879","-84.0373","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"805","Serviceberries","33.88792","-84.03724","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"806","Serviceberries","33.8879","-84.03719","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"807","Serviceberries","33.88786","-84.03712","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"808","Serviceberries","33.88783","-84.03706","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"809","Serviceberries","33.88778","-84.03712","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"810","Serviceberries","33.88786","-84.03728","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"811","Serviceberries","33.88786","-84.03722","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"812","Serviceberries","33.88784","-84.03716","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"813","Serviceberries","33.88776","-84.03717","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"814","Serviceberries","33.8878","-84.0372","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"815","Serviceberries","33.88782","-84.03724","very large likely serviceberry. unknown fruit quality -- Added by craig","04/18/13","99.110.186.93","","","","","",""
"816","Mulberries","33.75048","-84.31478","Don\'t remember exactly where, but there\'s a mulberry tree on the south side of Hosea Williams, near the creek. I think it\'s public. -- Added by ","04/20/13","24.99.197.127","","","","","",""
"817","Apples","33.961736","-84.175601","possibly several apples along this frontage -- Added by ","04/22/13","66.87.107.109","","","","","",""
"818","Mulberries","33.8073","-84.40095"," -- Added by ","04/30/13","184.77.18.251","","","","","",""
"819","Peaches","33.74459","-84.33544"," -- Added by Kyle Booth","04/30/13","50.13.220.67","","","","","",""
"820","Mulberries","33.75211","-84.3571","Large in size. Mature and fruit bearing. -- Added by ","04/30/13","184.77.18.251","","","","","",""
"821","Mulberries","33.75162","-84.35703","Large in size. Mature and fruit bearing. -- Added by ","04/30/13","184.77.18.251","","","","","",""
"822","Serviceberries","33.788503","-84.326262"," -- Added by ","05/06/13","66.87.107.237","","","","","",""
"823","Serviceberries","33.87953","-84.45269","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"824","Serviceberries","33.87951","-84.45269","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"825","Serviceberries","33.87952","-84.45266","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"826","Serviceberries","33.8795","-84.45266","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"827","Serviceberries","33.8795","-84.45263","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"828","Serviceberries","33.87948","-84.45264","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"829","Serviceberries","33.87948","-84.45262","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"830","Serviceberries","33.87946","-84.45262","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"831","Serviceberries","33.87947","-84.45258","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"832","Serviceberries","33.87946","-84.4526","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"833","Serviceberries","33.87945","-84.45257","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"834","Serviceberries","33.87944","-84.45258","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"835","Serviceberries","33.87944","-84.45255","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"836","Serviceberries","33.87942","-84.45256","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"837","Serviceberries","33.87942","-84.45254","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"838","Serviceberries","33.8794","-84.45255","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"839","Serviceberries","33.8794","-84.45252","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"840","Serviceberries","33.87913","-84.45225","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"841","Serviceberries","33.87911","-84.45225","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"842","Serviceberries","33.87912","-84.45221","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"843","Serviceberries","33.87909","-84.45222","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"844","Serviceberries","33.87908","-84.45219","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"845","Serviceberries","33.87906","-84.4522","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"846","Serviceberries","33.87906","-84.45216","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"847","Serviceberries","33.87904","-84.45218","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"848","Serviceberries","33.87905","-84.45214","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"849","Serviceberries","33.87902","-84.45215","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"850","Serviceberries","33.87903","-84.45211","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"851","Serviceberries","33.879","-84.45213","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"852","Serviceberries","33.879","-84.45209","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"853","Serviceberries","33.87899","-84.4521","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"854","Serviceberries","33.87899","-84.45207","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"855","Serviceberries","33.87898","-84.45208","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"856","Serviceberries","33.87897","-84.45205","On the right side of the on-ramp -- Added by craig","05/12/13","50.10.64.130","","","","","",""
"857","Serviceberries","33.764292","-84.322778"," -- Added by ","05/19/13","76.111.61.195","","","","","",""
"858","Serviceberries","33.775544","-84.400324"," -- Added by ","05/19/13","66.87.108.77","","","","","",""
"859","Serviceberries","33.773158","-84.396275"," -- Added by ","05/19/13","66.87.106.180","","","","","",""
"860","Serviceberries","33.773156","-84.396261"," -- Added by ","05/19/13","66.87.106.180","","","","","",""
"861","Serviceberries","33.773139","-84.396267"," -- Added by ","05/19/13","66.87.106.180","","","","","",""
"862","Serviceberries","33.773145","-84.396256"," -- Added by ","05/19/13","66.87.106.180","","","","","",""
"863","Serviceberries","33.775821","-84.392825"," -- Added by ","05/19/13","66.87.108.197","","","","","",""
"864","Serviceberries","33.775824","-84.392848"," -- Added by ","05/19/13","66.87.108.197","","","","","",""
"865","Serviceberries","33.775819","-84.392813"," -- Added by ","05/19/13","66.87.108.197","","","","","",""
"866","Serviceberries","33.77703","-84.39725"," -- Added by craig","05/19/13","76.111.61.195","","","","","",""
"867","Serviceberries","33.77703","-84.39723"," -- Added by craig","05/19/13","76.111.61.195","","","","","",""
"868","Serviceberries","33.77703","-84.39721"," -- Added by craig","05/19/13","76.111.61.195","","","","","",""
"869","Serviceberries","33.77695","-84.39716"," -- Added by craig","05/19/13","76.111.61.195","","","","","",""
"870","Serviceberries","33.77695","-84.3972"," -- Added by craig","05/19/13","76.111.61.195","","","","","",""
"871","Serviceberries","33.77694","-84.39718"," -- Added by craig","05/19/13","76.111.61.195","","","","","",""
"872","Serviceberries","33.77694","-84.39714"," -- Added by craig","05/19/13","76.111.61.195","","","","","",""
"873","Serviceberries","33.77777","-84.40025"," -- Added by craig","05/19/13","76.111.61.195","","","","","",""
"876","Serviceberries","33.76958","-84.35064","Big and big berries in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"877","Serviceberries","33.74706","-84.36679","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"878","Serviceberries","33.74702","-84.36679","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"879","Serviceberries","33.74698","-84.36679","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"880","Serviceberries","33.74694","-84.36679","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"881","Serviceberries","33.74691","-84.36679","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"882","Serviceberries","33.74688","-84.36679","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"883","Serviceberries","33.74796","-84.36676","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"884","Serviceberries","33.74793","-84.36676","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"885","Serviceberries","33.74791","-84.36676","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"886","Serviceberries","33.74788","-84.36676","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"887","Serviceberries","33.74784","-84.36676","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"888","Serviceberries","33.74782","-84.36676","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"889","Serviceberries","33.74779","-84.36676","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"890","Serviceberries","33.74777","-84.36676","Look to have been planted in 2013 -- Added by Craig","05/25/13","76.111.61.195","","","","","",""
"892","Serviceberries","33.88669","-84.30765","Plenty in 2013 -- Added by Craig","05/30/13","76.111.61.195","","","","","",""
"893","Peaches","33.74913","-84.3286"," -- Added by ","06/01/13","97.82.186.140","","","","","",""
"894","Blackberries","33.74929","-84.3289"," -- Added by ","06/01/13","97.82.186.140","","","","","",""
"895","Blueberries","33.74911","-84.32861"," -- Added by ","06/01/13","97.82.186.140","","","","","",""
"896","Blueberries","33.74931","-84.32879"," -- Added by ","06/01/13","97.82.186.140","","","","","",""
"897","Pomegranates","33.7491","-84.32859"," -- Added by ","06/01/13","97.82.186.140","","","","","",""
"898","Mulberries","33.74917","-84.32828"," -- Added by ","06/01/13","97.82.186.140","","","","","",""
"899","Plums","33.74917","-84.32865"," -- Added by ","06/01/13","97.82.186.140","","","","","",""
"900","Raspberries","33.74931","-84.32888"," -- Added by ","06/01/13","97.82.186.140","","","","","",""
"901","Serviceberries","33.768742","-84.334112"," -- Added by ","06/02/13","66.87.104.118","","","","","",""
"902","Serviceberries","33.768725","-84.334111"," -- Added by ","06/02/13","66.87.104.118","","","","","",""
"903","Serviceberries","33.768695","-84.334112"," -- Added by ","06/02/13","66.87.104.118","","","","","",""
"904","Mulberries","33.74086","-84.34453"," -- Added by ","06/03/13","50.10.73.34","","","","","",""
"905","Ginkgo","33.74057","-84.34443"," -- Added by ","06/03/13","50.10.73.34","","","","","",""
"906","Serviceberries","33.76486","-84.26612","Found in 2013. Short but big -- Added by craig","06/21/13","76.111.61.195","","","","","",""
"907","Serviceberries","33.76486","-84.26606","Found in 2013. Short but big -- Added by craig","06/21/13","76.111.61.195","","","","","",""
"908","Serviceberries","33.76486","-84.266","Found in 2013. Short but big -- Added by craig","06/21/13","76.111.61.195","","","","","",""
"909","Serviceberries","33.79885","-84.39377","Smallish tree on right side of road near intersection -- Added by ","06/25/13","76.111.61.195","","","","","",""
"910","Other","33.77838","-84.3529","Rosemary -- Added by Free rosemary bushes right in front of Diesel bar and a few steps away in front of Ace Hardware","06/27/13","192.136.16.3","","","","","",""
"911","Apples","33.76225","-84.32709","295 Matthews. In right of way -- Added by Steven@WoodysCheeseStesks.com","06/29/13","208.54.64.160","","","","","",""
"912","Peaches","33.7546","-84.38804","2 -- Added by hadi@peachdish.com","07/04/13","108.86.108.244","","","","","",""
"913","Figs","33.8246","-84.38102","2 -- Added by hadi@peachdish.com","07/04/13","108.86.108.244","","","","","",""
"914","Peaches","33.78492","-84.36455","2 -- Added by hadi@peachdish.com","07/04/13","108.86.108.244","","","","","",""
"934","Serviceberries","33.771488","-84.391136"," -- Added by ","07/22/13","76.111.61.195","","","","","",""
"935","Serviceberries","33.771469","-84.391147"," -- Added by ","07/22/13","76.111.61.195","","","","","",""
