tree_id,tree_type,tree_lat,tree_lng,"tree_notes",tree_add_date,tree_user_id,tree_private,tree_hash
662,4,33.7751,-84.44118,"Notes",01/30/13,23.31.134.113,0,"dn5bnkxf1y"
663,17,33.77501,-84.4404,"Notes",01/30/13,23.31.134.113,0,"dn5bns83sn"
664,17,33.77511,-84.44045,"Notes",01/30/13,23.31.134.113,0,"dn5bns866b"
665,17,33.77511,-84.44029,"Notes",01/30/13,23.31.134.113,0,"dn5bns86q8"
666,18,33.77483,-84.44049,"Notes",01/30/13,23.31.134.113,0,"dn5bns829u"
667,18,33.77484,-84.4407,"Notes",01/30/13,23.31.134.113,0,"dn5bns80tn"
668,25,33.77512,-84.44088,"Notes",01/30/13,23.31.134.113,0,"dn5bns842f"
669,15,33.77505,-84.44102,"Grove Park Community Garden",01/30/13,23.31.134.113,0,"dn5bnkxcvt"
670,26,33.74389,-84.33994,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbycs2v"
671,26,33.74394,-84.33994,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbycs8y"
672,26,33.74398,-84.33994,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbycsbv"
673,26,33.74401,-84.33994,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbyct0g"
674,26,33.74406,-84.33994,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbyct2u"
675,26,33.74406,-84.33998,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbyct2h"
676,26,33.74407,-84.34003,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbycmqy"
677,26,33.74408,-84.34009,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbycmt2"
679,26,33.74408,-84.34019,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbycme0"
680,26,33.74415,-84.33845,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbyftgt"
681,26,33.74415,-84.33852,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbyftfj"
682,26,33.74415,-84.33859,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbyftbm"
683,26,33.74399,-84.33827,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbyfszz"
684,26,33.74392,-84.33827,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbyfsxf"
685,26,33.74385,-84.33827,"planted 2013 -- Added by ",02/10/13,50.10.104.248,0,"djupbyfspv"
686,3,33.74379,-84.3398,"planted 2011 -- Added by ",02/10/13,50.10.104.248,0,"djupbyceu4"
691,22,33.74354,-84.33996,"few years old, kinda beat up next to street, nice spring buds -- Added by Robby",02/20/13,50.10.104.248,0,"djupbycd27"
692,22,33.74358,-84.33996,"few years old, kinda beat up next to street, nice spring buds -- Added by Robby",02/20/13,50.10.104.248,0,"djupbycd87"
693,22,33.74362,-84.33996,"few years old, kinda beat up next to street, nice spring buds -- Added by Robby",02/20/13,50.10.104.248,0,"djupbycdb6"
694,15,33.73994,-84.34477,"Pineapple guav -- Added by alfi 2012",03/10/13,50.10.104.248,0,"djupbwnj2k"
695,15,33.74607,-84.33109,"Crim High Orchard -- Added by alfi 2012",03/10/13,50.10.104.248,0,"djupbzrcp5"
696,15,33.75137,-84.35497,"Lang Carson Orchard -- Added by alfi 2012",03/10/13,50.10.104.248,0,"dnh002nxfx"
697,15,33.7305,-84.43495,"Outdoor Activity Center Orchard -- Added by alfi 2012",03/10/13,50.10.104.248,0,"djgzyskq7h"
698,15,33.76835,-84.27988,"Global Growers Orchard -- Added by alfi 2012",03/10/13,50.10.104.248,0,"dnh045m6bk"
699,15,33.73338,-84.40429,"Welch St Park Orchard -- Added by alfi 2012",03/10/13,50.10.104.248,0,"djgzzkfxjm"
700,18,33.8421,-84.51777,"some gigantic pear tree near here -- Added by ",03/10/13,98.219.8.211,0,"dn5bsbb090"
701,26,33.75088,-84.3737,"new 2013 -- Added by robby",03/10/13,24.99.252.65,0,"dnh0000vnk"
702,26,33.75103,-84.37374,"new 2013 -- Added by robby",03/10/13,24.99.252.65,0,"dnh0000yj2"
703,26,33.75124,-84.37379,"new 2013 -- Added by robby",03/10/13,24.99.252.65,0,"dnh0000zhp"
704,26,33.75144,-84.37385,"new 2013 -- Added by robby",03/10/13,24.99.252.65,0,"dnh0002b6u"
705,26,33.75079,-84.37367,"new 2013 -- Added by robby",03/10/13,24.99.252.65,0,"dnh0000uwg"
706,15,33.73882,-84.34403,"pineapple guav-2013 -- Added by robby",03/10/13,24.99.252.65,0,"djupbtywce"
707,15,33.73883,-84.34398,"pineapple guav-2013 -- Added by robby",03/10/13,24.99.252.65,0,"djupbtywfv"
708,15,33.73886,-84.34394,"pineapple guav-2013 -- Added by robby",03/10/13,24.99.252.65,0,"djupbtyx5g"
709,2,33.73855,-84.34466,"planted 2012, early season -- Added by robby",03/10/13,24.99.252.65,0,"djupbtyj6c"
710,2,33.73857,-84.34461,"planted 2012, early season -- Added by robby",03/10/13,24.99.252.65,0,"djupbtyjkj"
711,2,33.73859,-84.34457,"planted 2012, early season -- Added by robby",03/10/13,24.99.252.65,0,"djupbtyjt1"
712,22,33.73855,-84.34457,"planted 2013 -- Added by robby",03/10/13,24.99.252.65,0,"djupbtyjm1"
713,22,33.73853,-84.34462,"planted 2013 -- Added by robby",03/10/13,24.99.252.65,0,"djupbtyj5v"
714,16,33.7388,-84.34458,"planted 2013 -- Added by robby",03/10/13,24.99.252.65,0,"djupbtynub"
715,16,33.73882,-84.34452,"planted 2013 -- Added by robby",03/10/13,24.99.252.65,0,"djupbtyny5"
716,11,33.73894,-84.34421,"planted 2013 -- Added by robby",03/10/13,24.99.252.65,0,"djupbtyrt6"
717,11,33.73897,-84.34414,"planted 2013 -- Added by robby",03/10/13,24.99.252.65,0,"djupbtyrxp"
718,21,33.7415,-84.34697,"planted 2013 -- Added by robby",03/12/13,50.10.104.248,0,"djupbwkqmp"
719,21,33.74149,-84.34701,"planted 2013 -- Added by robby",03/12/13,50.10.104.248,0,"djupbwkqkj"
720,22,33.74155,-84.34703,"planted 2013 -- Added by robby",03/12/13,50.10.104.248,0,"djupbwkqg8"
721,6,33.74173,-84.34719,"planted 2013 -- Added by robby",03/12/13,50.10.104.248,0,"djupbwkrb4"
722,6,33.74169,-84.34715,"planted 2013 -- Added by robby",03/12/13,50.10.104.248,0,"djupbwkr8f"
723,12,33.73966,-84.34409," -- Added by robby",03/12/13,50.10.104.248,0,"djupbwneb2"
724,12,33.80292,-84.34015,"across from the bus lot right beside Helen road -- Added by mariettamcm@hotmail.com",03/21/13,157.166.175.129,0,"dnh02c9kk1"
725,15,33.74394,-84.33602,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupbyuksq"
726,15,33.74433,-84.32954,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcncngr"
727,21,33.74279,-84.32938,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9jzp"
728,21,33.74283,-84.32939,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nnz"
729,21,33.74287,-84.3294,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nqw"
730,21,33.7429,-84.32941,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nwk"
731,21,33.74288,-84.32938,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nx0"
732,21,33.74285,-84.32937,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nr7"
733,18,33.7429,-84.32935,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nxs"
734,18,33.74285,-84.32934,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nrg"
735,18,33.74281,-84.32934,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9npg"
736,18,33.74295,-84.32937,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nzm"
737,2,33.74292,-84.32943,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nvb"
738,2,33.74289,-84.32943,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9ntf"
739,2,33.74285,-84.32943,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nmg"
740,2,33.74283,-84.32941,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9nnr"
741,2,33.7428,-84.32943,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9njc"
742,8,33.74274,-84.32939,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9jwy"
743,16,33.74276,-84.32935,"DeKalb Memorial Park Orchard -- Added by Robby 2012",03/21/13,24.99.252.65,0,"djupcn9jzd"
749,26,33.77402,-84.39348,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6ecm"
750,26,33.77402,-84.39352,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6ebm"
751,26,33.77404,-84.39357,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kp3"
752,26,33.7741,-84.39363,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kmu"
753,26,33.77414,-84.39364,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kts"
754,26,33.77417,-84.39365,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kv3"
755,26,33.77419,-84.39366,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kvj"
756,26,33.77421,-84.39366,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6mj1"
757,26,33.77424,-84.39366,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6mjn"
758,26,33.77427,-84.39367,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6mku"
759,26,33.7743,-84.39367,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6msc"
760,26,33.77432,-84.39368,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6mst"
761,26,33.77411,-84.39359,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kqy"
762,26,33.77411,-84.39354,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kry"
763,26,33.77415,-84.39355,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kxv"
764,26,33.77415,-84.3936,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kwt"
765,26,33.77419,-84.39355,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kzv"
766,26,33.7742,-84.39361,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6kyr"
767,26,33.77423,-84.39357,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6mpk"
768,26,33.77425,-84.39362,"Appears to be a few years old -- Added by craig",04/09/13,99.110.186.93,0,"dn5bps6mq0"
769,26,33.88843,-84.03481,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9pwrj"
770,26,33.88841,-84.03489,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9pwm1"
771,26,33.88844,-84.03495,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9pw7x"
772,26,33.88842,-84.03526,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9pqke"
773,26,33.88841,-84.0352,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9pqmc"
774,26,33.88833,-84.03516,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9pmyf"
775,26,33.8883,-84.03519,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9pmwh"
776,26,33.88824,-84.03517,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9pmq9"
777,26,33.88825,-84.03527,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9pmk7"
778,26,33.88822,-84.03523,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9pmjn"
779,26,33.88817,-84.0372,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9juzk"
780,26,33.88817,-84.03726,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9juvu"
781,26,33.88812,-84.03717,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9nh85"
782,26,33.88813,-84.03723,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9juwt"
783,26,33.88813,-84.03727,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jutt"
784,26,33.88808,-84.03709,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9nh3g"
785,26,33.88808,-84.03716,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9nh25"
786,26,33.88808,-84.03722,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9juqg"
787,26,33.8881,-84.03728,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jumr"
788,26,33.88804,-84.0373,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9juhu"
789,26,33.88804,-84.03723,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9juns"
790,26,33.88803,-84.03716,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9nh04"
791,26,33.88803,-84.03709,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9nh1f"
792,26,33.88801,-84.03703,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n5gq"
793,26,33.888,-84.0373,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jg"
794,26,33.888,-84.03722,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jgyv"
795,26,33.88798,-84.03716,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n5b1"
796,26,33.88798,-84.03708,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n5f1"
797,26,33.88795,-84.03703,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n5e7"
798,26,33.88797,-84.03726,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jgtz"
799,26,33.88795,-84.0373,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jgsg"
800,26,33.88795,-84.0372,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jgx7"
801,26,33.88794,-84.03714,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n589"
802,26,33.88792,-84.03709,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n53y"
803,26,33.88788,-84.03703,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n55q"
804,26,33.8879,-84.0373,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jg"
805,26,33.88792,-84.03724,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jgqq"
806,26,33.8879,-84.03719,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jgrd"
807,26,33.88786,-84.03712,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n514"
808,26,33.88783,-84.03706,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n4ft"
809,26,33.88778,-84.03712,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n49h"
810,26,33.88786,-84.03728,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jgj6"
811,26,33.88786,-84.03722,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jgnf"
812,26,33.88784,-84.03716,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n4bp"
813,26,33.88776,-84.03717,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9n480"
814,26,33.8878,-84.0372,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jf"
815,26,33.88782,-84.03724,"very large likely serviceberry. unknown fruit quality -- Added by craig",04/18/13,99.110.186.93,0,"dnh0z9jfy7"
816,12,33.75048,-84.31478,"Don\'t remember exactly where, but there\'s a mulberry tree on the south side of Hosea Williams, near the creek. I think it\'s public. -- Added by ",04/20/13,24.99.197.127,0,"dnh0125fg1"
817,2,33.961736,-84.175601,"possibly several apples along this frontage -- Added by ",04/22/13,66.87.107.109,0,"dnh1hw91qq6w"
818,12,33.8073,-84.40095," -- Added by ",04/30/13,184.77.18.251,0,"dn5br6mjg3"
819,17,33.74459,-84.33544," -- Added by Kyle Booth",04/30/13,50.13.220.67,0,"djupbzhb3z"
820,12,33.75211,-84.3571,"Large in size. Mature and fruit bearing. -- Added by ",04/30/13,184.77.18.251,0,"dnh002mh31"
821,12,33.75162,-84.35703,"Large in size. Mature and fruit bearing. -- Added by ",04/30/13,184.77.18.251,0,"dnh002m16t"
822,26,33.788503,-84.326262," -- Added by ",05/06/13,66.87.107.237,0,"dnh01p52r9mx"
823,26,33.87953,-84.45269,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx6td"
824,26,33.87951,-84.45269,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx6mw"
825,26,33.87952,-84.45266,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx6w2"
826,26,33.8795,-84.45266,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx6qk"
827,26,33.8795,-84.45263,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx6rh"
828,26,33.87948,-84.45264,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx6qb"
829,26,33.87948,-84.45262,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx6r2"
830,26,33.87946,-84.45262,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx6pm"
831,26,33.87947,-84.45258,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpxd0q"
832,26,33.87946,-84.4526,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx6pv"
833,26,33.87945,-84.45257,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpxd07"
834,26,33.87944,-84.45258,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpxd03"
835,26,33.87944,-84.45255,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpxd0c"
836,26,33.87942,-84.45256,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx9bt"
837,26,33.87942,-84.45254,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx9cj"
838,26,33.8794,-84.45255,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx9bc"
839,26,33.8794,-84.45252,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx9c9"
840,26,33.87913,-84.45225,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx8pz"
841,26,33.87911,-84.45225,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpx8pg"
842,26,33.87912,-84.45221,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpxb0v"
843,26,33.87909,-84.45222,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwpxb08"
844,26,33.87908,-84.45219,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprzcq"
845,26,33.87906,-84.4522,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprzc4"
846,26,33.87906,-84.45216,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprzf4"
847,26,33.87904,-84.45218,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprz9w"
848,26,33.87905,-84.45214,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprzf8"
849,26,33.87902,-84.45215,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprzd7"
850,26,33.87903,-84.45211,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprzeh"
851,26,33.879,-84.45213,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprz6x"
852,26,33.879,-84.45209,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprz7x"
853,26,33.87899,-84.4521,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprz7m"
854,26,33.87899,-84.45207,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprzkj"
855,26,33.87898,-84.45208,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprz7g"
856,26,33.87897,-84.45205,"On the right side of the on-ramp -- Added by craig",05/12/13,50.10.64.130,0,"dn5bwprzk9"
857,26,33.764292,-84.322778," -- Added by ",05/19/13,76.111.61.195,0,"dnh014w52b5x"
858,26,33.775544,-84.400324," -- Added by ",05/19/13,66.87.108.77,0,"dn5bpktscctp"
859,26,33.773158,-84.396275," -- Added by ",05/19/13,66.87.106.180,0,"dn5bps0wbkbn"
860,26,33.773156,-84.396261," -- Added by ",05/19/13,66.87.106.180,0,"dn5bps0wbsdd"
861,26,33.773139,-84.396267," -- Added by ",05/19/13,66.87.106.180,0,"dn5bps0wb3qj"
862,26,33.773145,-84.396256," -- Added by ",05/19/13,66.87.106.180,0,"dn5bps0wbdw3"
863,26,33.775821,-84.392825," -- Added by ",05/19/13,66.87.108.197,0,"dn5bpsen2tks"
864,26,33.775824,-84.392848," -- Added by ",05/19/13,66.87.108.197,0,"dn5bpsen2jgw"
865,26,33.775819,-84.392813," -- Added by ",05/19/13,66.87.108.197,0,"dn5bpsen2vj8"
866,26,33.77703,-84.39725," -- Added by craig",05/19/13,76.111.61.195,0,"dn5bpkzv3w"
867,26,33.77703,-84.39723," -- Added by craig",05/19/13,76.111.61.195,0,"dn5bpkzv6n"
868,26,33.77703,-84.39721," -- Added by craig",05/19/13,76.111.61.195,0,"dn5bpkzv6q"
869,26,33.77695,-84.39716," -- Added by craig",05/19/13,76.111.61.195,0,"dn5bpkzugx"
870,26,33.77695,-84.3972," -- Added by craig",05/19/13,76.111.61.195,0,"dn5bpkzufx"
871,26,33.77694,-84.39718," -- Added by craig",05/19/13,76.111.61.195,0,"dn5bpkzugj"
872,26,33.77694,-84.39714," -- Added by craig",05/19/13,76.111.61.195,0,"dn5bpkzuuj"
873,26,33.77777,-84.40025," -- Added by craig",05/19/13,76.111.61.195,0,"dn5bpmj9g8"
876,26,33.76958,-84.35064,"Big and big berries in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"dnh00e9dp9"
877,26,33.74706,-84.36679,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpmyz7"
878,26,33.74702,-84.36679,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpmyxk"
879,26,33.74698,-84.36679,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpmyrm"
880,26,33.74694,-84.36679,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpmypm"
881,26,33.74691,-84.36679,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpmvzr"
882,26,33.74688,-84.36679,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpmvz6"
883,26,33.74796,-84.36676,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpwh05"
884,26,33.74793,-84.36676,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpw5bn"
885,26,33.74791,-84.36676,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpw5b4"
886,26,33.74788,-84.36676,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpw58h"
887,26,33.74784,-84.36676,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpw52j"
888,26,33.74782,-84.36676,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpw521"
889,26,33.74779,-84.36676,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpw50h"
890,26,33.74777,-84.36676,"Look to have been planted in 2013 -- Added by Craig",05/25/13,76.111.61.195,0,"djupbpw500"
892,26,33.88669,-84.30765,"Plenty in 2013 -- Added by Craig",05/30/13,76.111.61.195,0,"dnh0c8ch32"
893,17,33.74913,-84.3286," -- Added by ",06/01/13,97.82.186.140,0,"djupcpcfcj"
894,3,33.74929,-84.3289," -- Added by ",06/01/13,97.82.186.140,0,"djupcpcef5"
895,4,33.74911,-84.32861," -- Added by ",06/01/13,97.82.186.140,0,"djupcpcfbf"
896,4,33.74931,-84.32879," -- Added by ",06/01/13,97.82.186.140,0,"djupcpceuz"
897,22,33.7491,-84.32859," -- Added by ",06/01/13,97.82.186.140,0,"djupcpcfc2"
898,12,33.74917,-84.32828," -- Added by ",06/01/13,97.82.186.140,0,"djupcpf50t"
