tree_id,tree_type,tree_lat,tree_lng,tree_notes,tree_add_date,tree_user_id,tree_private
718,Plums,33.7415,-84.34697,planted 2013 -- Added by robby,03/12/13,50.10.104.248,0
719,Plums,33.74149,-84.34701,planted 2013 -- Added by robby,03/12/13,50.10.104.248,0
720,Pomegranates,33.74155,-84.34703,planted 2013 -- Added by robby,03/12/13,50.10.104.248,0
721,Crabapples,33.74173,-84.34719,planted 2013 -- Added by robby,03/12/13,50.10.104.248,0
722,Crabapples,33.74169,-84.34715,planted 2013 -- Added by robby,03/12/13,50.10.104.248,0
723,Mulberries,33.73966,-84.34409, -- Added by robby,03/12/13,50.10.104.248,0
724,Mulberries,33.80292,-84.34015,across from the bus lot right beside Helen road -- Added by mariettamcm@hotmail.com,03/21/13,157.166.175.129,0
725,Other,33.74394,-84.33602,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
726,Other,33.74433,-84.32954,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
727,Plums,33.74279,-84.32938,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
728,Plums,33.74283,-84.32939,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
729,Plums,33.74287,-84.3294,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
730,Plums,33.7429,-84.32941,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
731,Plums,33.74288,-84.32938,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
732,Plums,33.74285,-84.32937,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
733,Pears,33.7429,-84.32935,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
734,Pears,33.74285,-84.32934,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
735,Pears,33.74281,-84.32934,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
736,Pears,33.74295,-84.32937,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
737,Apples,33.74292,-84.32943,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
738,Apples,33.74289,-84.32943,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
739,Apples,33.74285,-84.32943,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
740,Apples,33.74283,-84.32941,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
741,Apples,33.7428,-84.32943,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
742,Figs,33.74274,-84.32939,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
743,Pawpaw,33.74276,-84.32935,DeKalb Memorial Park Orchard -- Added by Robby 2012,03/21/13,24.99.252.65,0
749,Serviceberries,33.77402,-84.39348,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
750,Serviceberries,33.77402,-84.39352,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
751,Serviceberries,33.77404,-84.39357,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
752,Serviceberries,33.7741,-84.39363,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
753,Serviceberries,33.77414,-84.39364,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
754,Serviceberries,33.77417,-84.39365,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
755,Serviceberries,33.77419,-84.39366,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
756,Serviceberries,33.77421,-84.39366,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
757,Serviceberries,33.77424,-84.39366,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
758,Serviceberries,33.77427,-84.39367,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
759,Serviceberries,33.7743,-84.39367,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
760,Serviceberries,33.77432,-84.39368,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
761,Serviceberries,33.77411,-84.39359,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
762,Serviceberries,33.77411,-84.39354,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
763,Serviceberries,33.77415,-84.39355,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
764,Serviceberries,33.77415,-84.3936,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
765,Serviceberries,33.77419,-84.39355,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
766,Serviceberries,33.7742,-84.39361,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
767,Serviceberries,33.77423,-84.39357,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
768,Serviceberries,33.77425,-84.39362,Appears to be a few years old -- Added by craig,04/09/13,99.110.186.93,0
769,Serviceberries,33.88843,-84.03481,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
770,Serviceberries,33.88841,-84.03489,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
771,Serviceberries,33.88844,-84.03495,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
772,Serviceberries,33.88842,-84.03526,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
773,Serviceberries,33.88841,-84.0352,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
774,Serviceberries,33.88833,-84.03516,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
775,Serviceberries,33.8883,-84.03519,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
776,Serviceberries,33.88824,-84.03517,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
777,Serviceberries,33.88825,-84.03527,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
778,Serviceberries,33.88822,-84.03523,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
779,Serviceberries,33.88817,-84.0372,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
780,Serviceberries,33.88817,-84.03726,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
781,Serviceberries,33.88812,-84.03717,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
782,Serviceberries,33.88813,-84.03723,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
783,Serviceberries,33.88813,-84.03727,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
784,Serviceberries,33.88808,-84.03709,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
785,Serviceberries,33.88808,-84.03716,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
786,Serviceberries,33.88808,-84.03722,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
787,Serviceberries,33.8881,-84.03728,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
788,Serviceberries,33.88804,-84.0373,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
789,Serviceberries,33.88804,-84.03723,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
790,Serviceberries,33.88803,-84.03716,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
791,Serviceberries,33.88803,-84.03709,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
792,Serviceberries,33.88801,-84.03703,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
793,Serviceberries,33.888,-84.0373,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
794,Serviceberries,33.888,-84.03722,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
795,Serviceberries,33.88798,-84.03716,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
796,Serviceberries,33.88798,-84.03708,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
797,Serviceberries,33.88795,-84.03703,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
798,Serviceberries,33.88797,-84.03726,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
799,Serviceberries,33.88795,-84.0373,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
800,Serviceberries,33.88795,-84.0372,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
801,Serviceberries,33.88794,-84.03714,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
802,Serviceberries,33.88792,-84.03709,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
803,Serviceberries,33.88788,-84.03703,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
804,Serviceberries,33.8879,-84.0373,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
805,Serviceberries,33.88792,-84.03724,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
806,Serviceberries,33.8879,-84.03719,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
807,Serviceberries,33.88786,-84.03712,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
808,Serviceberries,33.88783,-84.03706,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
809,Serviceberries,33.88778,-84.03712,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
810,Serviceberries,33.88786,-84.03728,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
811,Serviceberries,33.88786,-84.03722,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
812,Serviceberries,33.88784,-84.03716,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
813,Serviceberries,33.88776,-84.03717,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
814,Serviceberries,33.8878,-84.0372,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
815,Serviceberries,33.88782,-84.03724,very large likely serviceberry. unknown fruit quality -- Added by craig,04/18/13,99.110.186.93,0
816,Mulberries,33.75048,-84.31478,"Don\'t remember exactly where, but there\'s a mulberry tree on the south side of Hosea Williams, near the creek. I think it\'s public. -- Added by ",04/20/13,24.99.197.127,0
817,Apples,33.961736,-84.175601,possibly several apples along this frontage -- Added by ,04/22/13,66.87.107.109,0
818,Mulberries,33.8073,-84.40095, -- Added by ,04/30/13,184.77.18.251,0
819,Peaches,33.74459,-84.33544, -- Added by Kyle Booth,04/30/13,50.13.220.67,0
820,Mulberries,33.75211,-84.3571,Large in size. Mature and fruit bearing. -- Added by ,04/30/13,184.77.18.251,0
821,Mulberries,33.75162,-84.35703,Large in size. Mature and fruit bearing. -- Added by ,04/30/13,184.77.18.251,0
822,Serviceberries,33.788503,-84.326262, -- Added by ,05/06/13,66.87.107.237,0
823,Serviceberries,33.87953,-84.45269,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
824,Serviceberries,33.87951,-84.45269,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
825,Serviceberries,33.87952,-84.45266,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
826,Serviceberries,33.8795,-84.45266,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
827,Serviceberries,33.8795,-84.45263,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
828,Serviceberries,33.87948,-84.45264,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
829,Serviceberries,33.87948,-84.45262,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
830,Serviceberries,33.87946,-84.45262,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
831,Serviceberries,33.87947,-84.45258,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
832,Serviceberries,33.87946,-84.4526,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
833,Serviceberries,33.87945,-84.45257,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
834,Serviceberries,33.87944,-84.45258,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
835,Serviceberries,33.87944,-84.45255,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
836,Serviceberries,33.87942,-84.45256,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
837,Serviceberries,33.87942,-84.45254,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
838,Serviceberries,33.8794,-84.45255,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
839,Serviceberries,33.8794,-84.45252,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
840,Serviceberries,33.87913,-84.45225,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
841,Serviceberries,33.87911,-84.45225,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
842,Serviceberries,33.87912,-84.45221,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
843,Serviceberries,33.87909,-84.45222,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
844,Serviceberries,33.87908,-84.45219,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
845,Serviceberries,33.87906,-84.4522,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
846,Serviceberries,33.87906,-84.45216,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
847,Serviceberries,33.87904,-84.45218,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
848,Serviceberries,33.87905,-84.45214,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
849,Serviceberries,33.87902,-84.45215,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
850,Serviceberries,33.87903,-84.45211,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
851,Serviceberries,33.879,-84.45213,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
852,Serviceberries,33.879,-84.45209,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
853,Serviceberries,33.87899,-84.4521,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
854,Serviceberries,33.87899,-84.45207,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
855,Serviceberries,33.87898,-84.45208,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
856,Serviceberries,33.87897,-84.45205,On the right side of the on-ramp -- Added by craig,05/12/13,50.10.64.130,0
857,Serviceberries,33.764292,-84.322778, -- Added by ,05/19/13,76.111.61.195,0
858,Serviceberries,33.775544,-84.400324, -- Added by ,05/19/13,66.87.108.77,0
859,Serviceberries,33.773158,-84.396275, -- Added by ,05/19/13,66.87.106.180,0
860,Serviceberries,33.773156,-84.396261, -- Added by ,05/19/13,66.87.106.180,0
861,Serviceberries,33.773139,-84.396267, -- Added by ,05/19/13,66.87.106.180,0
862,Serviceberries,33.773145,-84.396256, -- Added by ,05/19/13,66.87.106.180,0
863,Serviceberries,33.775821,-84.392825, -- Added by ,05/19/13,66.87.108.197,0
864,Serviceberries,33.775824,-84.392848, -- Added by ,05/19/13,66.87.108.197,0
865,Serviceberries,33.775819,-84.392813, -- Added by ,05/19/13,66.87.108.197,0
866,Serviceberries,33.77703,-84.39725, -- Added by craig,05/19/13,76.111.61.195,0
867,Serviceberries,33.77703,-84.39723, -- Added by craig,05/19/13,76.111.61.195,0
868,Serviceberries,33.77703,-84.39721, -- Added by craig,05/19/13,76.111.61.195,0
869,Serviceberries,33.77695,-84.39716, -- Added by craig,05/19/13,76.111.61.195,0
870,Serviceberries,33.77695,-84.3972, -- Added by craig,05/19/13,76.111.61.195,0
871,Serviceberries,33.77694,-84.39718, -- Added by craig,05/19/13,76.111.61.195,0
872,Serviceberries,33.77694,-84.39714, -- Added by craig,05/19/13,76.111.61.195,0
873,Serviceberries,33.77777,-84.40025, -- Added by craig,05/19/13,76.111.61.195,0
876,Serviceberries,33.76958,-84.35064,Big and big berries in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
877,Serviceberries,33.74706,-84.36679,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
878,Serviceberries,33.74702,-84.36679,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
879,Serviceberries,33.74698,-84.36679,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
880,Serviceberries,33.74694,-84.36679,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
881,Serviceberries,33.74691,-84.36679,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
882,Serviceberries,33.74688,-84.36679,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
883,Serviceberries,33.74796,-84.36676,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
884,Serviceberries,33.74793,-84.36676,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
885,Serviceberries,33.74791,-84.36676,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
886,Serviceberries,33.74788,-84.36676,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
887,Serviceberries,33.74784,-84.36676,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
888,Serviceberries,33.74782,-84.36676,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
889,Serviceberries,33.74779,-84.36676,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
890,Serviceberries,33.74777,-84.36676,Look to have been planted in 2013 -- Added by Craig,05/25/13,76.111.61.195,0
892,Serviceberries,33.88669,-84.30765,Plenty in 2013 -- Added by Craig,05/30/13,76.111.61.195,0
893,Peaches,33.74913,-84.3286, -- Added by ,06/01/13,97.82.186.140,0
894,Blackberries,33.74929,-84.3289, -- Added by ,06/01/13,97.82.186.140,0
895,Blueberries,33.74911,-84.32861, -- Added by ,06/01/13,97.82.186.140,0
896,Blueberries,33.74931,-84.32879, -- Added by ,06/01/13,97.82.186.140,0
897,Pomegranates,33.7491,-84.32859, -- Added by ,06/01/13,97.82.186.140,0
898,Mulberries,33.74917,-84.32828, -- Added by ,06/01/13,97.82.186.140,0
899,Plums,33.74917,-84.32865, -- Added by ,06/01/13,97.82.186.140,0
900,Raspberries,33.74931,-84.32888, -- Added by ,06/01/13,97.82.186.140,0
901,Serviceberries,33.768742,-84.334112, -- Added by ,06/02/13,66.87.104.118,0
902,Serviceberries,33.768725,-84.334111, -- Added by ,06/02/13,66.87.104.118,0
903,Serviceberries,33.768695,-84.334112, -- Added by ,06/02/13,66.87.104.118,0
904,Mulberries,33.74086,-84.34453, -- Added by ,06/03/13,50.10.73.34,0
905,Ginkgo,33.74057,-84.34443, -- Added by ,06/03/13,50.10.73.34,0
906,Serviceberries,33.76486,-84.26612,Found in 2013. Short but big -- Added by craig,06/21/13,76.111.61.195,0
907,Serviceberries,33.76486,-84.26606,Found in 2013. Short but big -- Added by craig,06/21/13,76.111.61.195,0
908,Serviceberries,33.76486,-84.266,Found in 2013. Short but big -- Added by craig,06/21/13,76.111.61.195,0
909,Serviceberries,33.79885,-84.39377,Smallish tree on right side of road near intersection -- Added by ,06/25/13,76.111.61.195,0
910,Other,33.77838,-84.3529,Rosemary -- Added by Free rosemary bushes right in front of Diesel bar and a few steps away in front of Ace Hardware,06/27/13,192.136.16.3,0
911,Apples,33.76225,-84.32709,295 Matthews. In right of way -- Added by Steven@WoodysCheeseStesks.com,06/29/13,208.54.64.160,0
912,Peaches,33.7546,-84.38804,2 -- Added by hadi@peachdish.com,07/04/13,108.86.108.244,0
913,Figs,33.8246,-84.38102,2 -- Added by hadi@peachdish.com,07/04/13,108.86.108.244,0
914,Peaches,33.78492,-84.36455,2 -- Added by hadi@peachdish.com,07/04/13,108.86.108.244,0
934,Serviceberries,33.771488,-84.391136, -- Added by ,07/22/13,76.111.61.195,0
935,Serviceberries,33.771469,-84.391147, -- Added by ,07/22/13,76.111.61.195,0
936,Serviceberries,33.771474,-84.391123, -- Added by ,07/22/13,76.111.61.195,0
937,Serviceberries,33.792116,-84.368417,small little guy -- Added by ,07/23/13,66.87.109.148,0
938,Serviceberries,33.790644,-84.368104,large tree -- Added by ,07/23/13,66.87.109.148,0
939,Serviceberries,33.790631,-84.368213,full size -- Added by ,07/23/13,66.87.109.148,0
940,Serviceberries,33.790607,-84.368263,full size -- Added by ,07/23/13,66.87.109.148,0
941,Serviceberries,33.79058,-84.368301,full size -- Added by ,07/23/13,66.87.109.148,0
942,Serviceberries,33.790559,-84.368335,full size -- Added by ,07/23/13,66.87.109.148,0
943,Serviceberries,33.790466,-84.368402,full size -- Added by ,07/23/13,66.87.109.148,0
944,Serviceberries,33.792794,-84.072004, -- Added by ,07/23/13,66.87.109.148,0
945,Figs,33.758129,-84.363603, -- Added by ,07/25/13,66.87.111.37,0
946,Peaches,33.758173,-84.363739,maybe? -- Added by ,07/25/13,66.87.111.37,0
948,Blackberries,33.67256,-84.43628,  looks like a ton of blackberries -- Added by ,08/21/13,70.193.138.66,0
949,Flying Dragon,33.759024,-84.331555,in front of 200 Arizona -- Added by ,09/17/13,66.87.148.243,0
950,Serviceberries,33.769508,-84.34842,large tree. found Oct 2013 -- Added by ,09/29/13,66.87.111.181,0
951,Pecans,33.769275,-84.348195,smaller tree. found Oct 2013 -- Added by ,09/29/13,66.87.111.181,0
952,Mulberries,33.765,-84.33664, -- Added by ,12/13/13,173.160.92.10,0
953,Serviceberries,33.76498,-84.3395,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
954,Serviceberries,33.76587,-84.33949,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
955,Serviceberries,33.7654,-84.3395,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
956,Serviceberries,33.76565,-84.33948,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
957,Serviceberries,33.76575,-84.33948,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
958,Serviceberries,33.76584,-84.33948,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
959,Serviceberries,33.76558,-84.33948,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
960,Serviceberries,33.76551,-84.33949,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
961,Serviceberries,33.76532,-84.3395,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
962,Serviceberries,33.76523,-84.33949,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
963,Serviceberries,33.76515,-84.33949,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
964,Serviceberries,33.76508,-84.3395,Planted in 2014. 5' tall. -- Added by Craig,05/13/14,50.167.165.164,0
965,Serviceberries,33.76791,-84.3654,Large but hard to get to -- Added by Craig,05/13/14,50.167.165.164,0
966,Serviceberries,33.76841,-84.36528,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0
967,Serviceberries,33.76843,-84.36528,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0
968,Serviceberries,33.76854,-84.3653,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0
969,Serviceberries,33.76864,-84.36521,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0
970,Serviceberries,33.76865,-84.36524,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0
971,Serviceberries,33.76556,-84.36431,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0
972,Serviceberries,33.76557,-84.36432,"Spindly and small, but early fruiting -- Added by Craig",05/13/14,50.167.165.164,0
973,Serviceberries,33.75898,-84.39257,Large trees that fruit a week before anything else -- Added by Craig,05/13/14,50.167.165.164,0
974,Serviceberries,33.75898,-84.39268,Large trees that fruit a week before anything else -- Added by Craig,05/13/14,50.167.165.164,0
975,Serviceberries,33.75926,-84.39228,Large trees that fruit a week before anything else -- Added by Craig,05/13/14,50.167.165.164,0
976,Serviceberries,33.75924,-84.39227,Large trees that fruit a week before anything else -- Added by Craig,05/13/14,50.167.165.164,0
977,Serviceberries,33.75922,-84.39227,Large trees that fruit a week before anything else -- Added by Craig,05/13/14,50.167.165.164,0
978,Serviceberries,33.75934,-84.39231,Large trees that fruit a week before anything else -- Added by Craig,05/13/14,50.167.165.164,0
979,Serviceberries,33.75937,-84.39228,Large trees that fruit a week before anything else -- Added by Craig,05/13/14,50.167.165.164,0
980,Serviceberries,33.99938,-85.05195,Large tree -- Added by Craig,05/13/14,50.167.165.164,0
981,Serviceberries,33.9994,-85.05191,Large tree -- Added by Craig,05/13/14,50.167.165.164,0
982,Serviceberries,34.0009,-85.05341,Large tree -- Added by Craig,05/13/14,50.167.165.164,0
983,Serviceberries,34.00101,-85.0535,Large tree -- Added by Craig,05/13/14,50.167.165.164,0
984,Serviceberries,34.00649,-85.05756,A few more around here... -- Added by Craig,05/13/14,50.167.165.164,0
985,Serviceberries,34.00651,-85.0577,A few more around here... -- Added by Craig,05/13/14,50.167.165.164,0
986,Mulberries,33.79374,-84.27625,Mulberry overhangs sidewalk -- Added by stacie.boschma@gmail.com,05/20/14,38.110.37.248,0
987,Elderberries,33.79372,-84.27635,Elder is mixed into the foliage along the embankment -- Added by stacie.boschma@gmail.com,05/20/14,38.110.37.248,0
988,Mulberries,33.78586,-84.388, -- Added by ,05/23/14,167.121.4.36,0
989,Mulberries,33.78566,-84.38312, -- Added by ,05/23/14,167.121.4.35,0
990,Mulberries,33.78161,-84.38244, -- Added by ,05/23/14,167.121.4.35,0
991,Mulberries,33.77616,-84.38134, -- Added by ,05/23/14,167.121.4.35,0
992,Mulberries,33.78603,-84.37072,Down the Beltline trail a short ways - several trees on the lefthand side of the trail. -- Added by Grant McFerrin - gjmcferrin@gmail.com,05/27/14,66.249.88.12,0
993,Mulberries,33.78644,-84.38605,White mulberries - corner of the parking lot -- Added by ,05/27/14,66.249.88.12,0
994,Raspberries,33.77274,-84.2611,Bushes growing along the fence at Avondale Elementary. -- Added by Jenn Purdy 404-964-1319,05/29/14,71.204.84.134,0
995,Serviceberries,33.76408,-84.34354, -- Added by ,06/02/14,70.193.139.63,0
996,Mulberries,33.8037,-84.42145,On the left hand side of the road as you head NW -- Added by ,06/05/14,204.77.244.242,0
997,Mulberries,33.80484,-84.42274,On the right hand side of the road as you head NW -- Added by ,06/05/14,204.77.244.242,0
998,Mulberries,33.76144,-84.27297, -- Added by jbaker232@gmail.com,06/09/14,76.97.69.190,0
999,Mulberries,33.75766,-84.3656, -- Added by webbeh@gmail.com,06/14/14,24.99.57.248,0
